"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.68299999999999,262.3,282.8
"3","leduc<-leducSCR(leduc)",4.91499999999999,26.2,216.4
"4","leduc<-leducScSums(leduc)",4.393,-39,203.6
"5","leduc<-leducNormToRef(leduc)",8.631,0.100000000000136,36.1000000000001
"6","leduc<-leducAggPSM(leduc)",84.162,10.8999999999999,116.2
"7","leduc<-leducConsensus(leduc,assaysNames)",5.31899999999996,0.100000000000136,64.5
"8","leduc<-leducMissingData(leduc,assaysNames)",15.0650000000001,0,47.8999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",6.95099999999996,51.8,265.5
"10","leduc<-leducNormPep(leduc)",1.84199999999998,95.3999999999999,546.1
"11","leduc<-leducFilteringNA(leduc)",3.40299999999996,1.60000000000014,453.4
"12","leduc<-leducLogTransfo(leduc)",0.697000000000003,47.3,130.3
"13","leduc<-leducAggPep(leduc)",2.59000000000003,21.8,242.9
"14","leduc<-leducNormPro(leduc)",1.52799999999996,21.4000000000001,165.3
"15","leduc<-leducImpute(leduc)",32.855,-157.2,1147.9
"16","leduc<-leducBatch(leduc)",1.30599999999998,10.9000000000001,97.9000000000001
"17","leduc<-leducNormBatch(leduc)",1.62399999999997,21.3999999999999,175.9
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.107000000000028,0,69.2
