"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.66800000000001,262.3,282.8
"3","leduc<-leducSCR(leduc)",4.86799999999999,26.2,216.4
"4","leduc<-leducScSums(leduc)",4.38299999999998,-39,203.6
"5","leduc<-leducNormToRef(leduc)",8.52300000000002,0.100000000000136,36.1000000000001
"6","leduc<-leducAggPSM(leduc)",101.813,74.6999999999998,136.2
"7","leduc<-leducConsensus(leduc,assaysNames)",5.18000000000001,0.100000000000136,64.5
"8","leduc<-leducMissingData(leduc,assaysNames)",13.971,0,48.0999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",6.99000000000001,51.8,264.9
"10","leduc<-leducNormPep(leduc)",1.88499999999999,95.4000000000001,546.1
"11","leduc<-leducFilteringNA(leduc)",3.50100000000003,1.59999999999991,453.5
"12","leduc<-leducLogTransfo(leduc)",0.668999999999983,47.3,130.3
"13","leduc<-leducAggPep(leduc)",1.52499999999998,21.8,248.2
"14","leduc<-leducNormPro(leduc)",1.52799999999996,21.4000000000001,165.3
"15","leduc<-leducImpute(leduc)",33.0770000000001,-157.2,1084.1
"16","leduc<-leducBatch(leduc)",1.29100000000005,10.9000000000001,97.9000000000001
"17","leduc<-leducNormBatch(leduc)",1.60300000000001,21.3999999999999,175.9
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.117000000000019,0,73.1000000000001
