"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",7.55500000000001,154,186.9
"3","leduc<-leducSCR(leduc)",12.865,-29.3,152.4
"4","leduc<-leducScSums(leduc)",11.099,-12.4000000000001,165
"5","leduc<-leducNormToRef(leduc)",98.212,0.299999999999955,118.5
"6","leduc<-leducAggPSM(leduc)",209.058,143.2,189.5
"7","leduc<-leducConsensus(leduc,assaysNames)",11.9549999999999,2.90000000000009,95
"8","leduc<-leducMissingData(leduc,assaysNames)",60.393,0,139.6
"9","leduc<-leducJoin(leduc,assaysNames)",20.649,333,885
"10","leduc<-leducNormPep(leduc)",10.181,646.7,1043.9
"11","leduc<-leducFilteringNA(leduc)",13.6610000000001,-119.8,1624.8
"12","leduc<-leducLogTransfo(leduc)",2.69900000000007,202.5,433.8
"13","leduc<-leducAggPep(leduc)",4.68600000000004,90.1000000000004,949.2
"14","leduc<-leducNormPro(leduc)",5.51400000000001,89.6999999999998,424.6
"15","leduc<-leducImpute(leduc)",551.571,-37.1999999999998,1465.1
"16","leduc<-leducBatch(leduc)",4.41600000000017,45,325.3
"17","leduc<-leducNormBatch(leduc)",5.80200000000013,89.6999999999998,471.6
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.211999999999989,0,117.3
