"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.78800000000001,-159.1,286.3
"3","leduc<-leducSCR(leduc)",4.99900000000002,25.8,220.7
"4","leduc<-leducScSums(leduc)",4.55500000000006,-39,205.8
"5","leduc<-leducNormToRef(leduc)",8.81600000000003,0.100000000000136,33.8
"6","leduc<-leducAggPSM(leduc)",107.382,74.5999999999999,142.8
"7","leduc<-leducConsensus(leduc,assaysNames)",6.51999999999998,0,62.8
"8","leduc<-leducMissingData(leduc,assaysNames)",14.369,0,46.4000000000001
"9","leduc<-leducJoin(leduc,assaysNames)",7.02300000000002,51.5999999999999,244.5
"10","leduc<-leducNormPep(leduc)",1.81299999999999,95.4000000000001,544.5
"11","leduc<-leducFilteringNA(leduc)",3.39299999999992,1.59999999999991,428.4
"12","leduc<-leducLogTransfo(leduc)",0.673000000000002,47.3000000000002,130.3
"13","leduc<-leducAggPep(leduc)",1.56500000000005,21.8,246.8
"14","leduc<-leducNormPro(leduc)",1.54699999999991,21.3999999999999,163.3
"15","leduc<-leducImpute(leduc)",33.519,-157.2,1083.4
"16","leduc<-leducBatch(leduc)",1.31200000000001,10.6999999999998,94.3
"17","leduc<-leducNormBatch(leduc)",1.63600000000008,21.4000000000001,174.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.122000000000071,0,73.0999999999999
