"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",56.5400000000009,5427.9,5519.4
"3","leduc<-leducSCR(leduc)",77.1009999999987,738.900000000001,4146.2
"4","leduc<-leducScSums(leduc)",81.4660000000003,-1240.5,3505.7
"5","leduc<-leducNormToRef(leduc)",2169.736,2.5,639.5
"6","leduc<-leducAggPSM(leduc)",1591.935,2278.6,2462.4
"7","leduc<-leducConsensus(leduc,assaysNames)",60.7719999999972,0,1077.9
"8","leduc<-leducMissingData(leduc,assaysNames)",273.117999999999,0,1118.3
"9","leduc<-leducJoin(leduc,assaysNames)",171.498,2977.1,6269.8
"10","leduc<-leducFilterCV(leduc,assaysNames)",922.811999999998,-5005.5,308.200000000001
"11","leduc<-leducNormPep(leduc)",17.1400000000031,812.9,3010.8
"12","leduc<-leducFilteringNA(leduc)",39.4549999999981,-28.5,2267.5
"13","leduc<-leducLogTransfo(leduc)",8.2510000000002,239.300000000001,508.200000000001
"14","leduc<-leducAggPep(leduc)",8.84300000000076,103.4,1120.5
"15","leduc<-leducNormPro(leduc)",17.7220000000016,103,481.6
"16","leduc<-leducImpute(leduc)",252.646999999997,-4283.1,14515.4
"17","leduc<-leducBatch(leduc)",12.6720000000023,51.5,414.4
"18","leduc<-leducNormBatch(leduc)",17.5689999999995,103,540.8
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",1.48600000000079,0,1980.4
