"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",6.06400000000031,713.4,1091.6
"3","leduc<-leducSCR(leduc)",8.31099999999969,93.6999999999998,824.4
"4","leduc<-leducScSums(leduc)",7.39500000000044,-154.6,753.8
"5","leduc<-leducNormToRef(leduc)",37.232,0.299999999999727,122.6
"6","leduc<-leducAggPSM(leduc)",176.377,286.9,402.4
"7","leduc<-leducConsensus(leduc,assaysNames)",4.84499999999935,0,209.1
"8","leduc<-leducMissingData(leduc,assaysNames)",22.098,0,174.5
"9","leduc<-leducJoin(leduc,assaysNames)",15.273000000001,335.1,950.9
"10","leduc<-leducFilterCV(leduc,assaysNames)",19.978000000001,-634.9,286
"11","leduc<-leducNormPep(leduc)",2.09000000000015,93.3999999999996,412.2
"12","leduc<-leducFilteringNA(leduc)",4.74700000000121,4.30000000000018,389.9
"13","leduc<-leducLogTransfo(leduc)",1.00799999999981,31.5999999999999,131
"14","leduc<-leducAggPep(leduc)",1.30699999999888,14,205.3
"15","leduc<-leducNormPro(leduc)",2.00900000000001,13.5,139.7
"16","leduc<-leducImpute(leduc)",8.78200000000106,-496.4,1799.2
"17","leduc<-leducBatch(leduc)",1.58699999999953,6.80000000000018,90.5
"18","leduc<-leducNormBatch(leduc)",2.02800000000025,13.4000000000001,133
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.210999999999331,0,259.6
