"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",12.2399999999998,1363.1,2147.3
"3","leduc<-leducSCR(leduc)",17.6670000000013,195.1,1589.5
"4","leduc<-leducScSums(leduc)",15.8069999999989,-315.9,716.5
"5","leduc<-leducNormToRef(leduc)",134.41,0.599999999999909,204.1
"6","leduc<-leducAggPSM(leduc)",359.007,573.4,758.6
"7","leduc<-leducConsensus(leduc,assaysNames)",8.43199999999888,0,350.1
"8","leduc<-leducMissingData(leduc,assaysNames)",47.8729999999996,0,314.700000000001
"9","leduc<-leducJoin(leduc,assaysNames)",32.2849999999999,631.400000000001,1745
"10","leduc<-leducFilterCV(leduc,assaysNames)",63.9830000000002,-1278.6,301.6
"11","leduc<-leducNormPep(leduc)",4.07799999999952,172.9,695.8
"12","leduc<-leducFilteringNA(leduc)",9.35299999999916,3.90000000000009,591.8
"13","leduc<-leducLogTransfo(leduc)",1.94100000000071,54,184.3
"14","leduc<-leducAggPep(leduc)",2.31800000000112,24.8000000000002,298.8
"15","leduc<-leducNormPro(leduc)",3.92899999999827,24.2999999999997,203.6
"16","leduc<-leducImpute(leduc)",20.4879999999994,-960.5,3420.9
"17","leduc<-leducBatch(leduc)",3.03700000000026,12.2000000000003,136.6
"18","leduc<-leducNormBatch(leduc)",3.90500000000065,24.3999999999996,192.7
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.396999999999025,0,508.8
