"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.28999999999905,-5345.5,558.400000000001
"3","leduc<-leducSCR(leduc)",4.16699999999946,49.7999999999997,431.5
"4","leduc<-leducScSums(leduc)",3.78099999999904,-77.5999999999999,402.8
"5","leduc<-leducNormToRef(leduc)",10.6900000000005,0.200000000000045,76.4000000000001
"6","leduc<-leducAggPSM(leduc)",87.3580000000002,145.6,245.6
"7","leduc<-leducConsensus(leduc,assaysNames)",2.9380000000001,0,127.1
"8","leduc<-leducMissingData(leduc,assaysNames)",10.7219999999998,0,101.3
"9","leduc<-leducJoin(leduc,assaysNames)",6.68999999999869,130,570.8
"10","leduc<-leducFilterCV(leduc,assaysNames)",5.73600000000079,-329.6,291.1
"11","leduc<-leducNormPep(leduc)",1.10000000000036,27.3,222.1
"12","leduc<-leducFilteringNA(leduc)",2.34900000000016,7,178.6
"13","leduc<-leducLogTransfo(leduc)",0.505999999999403,10.2,82.5999999999999
"14","leduc<-leducAggPep(leduc)",0.799000000000888,5,118.1
"15","leduc<-leducNormPro(leduc)",1.0669999999991,4.70000000000005,101
"16","leduc<-leducImpute(leduc)",2.61799999999857,-212.1,741.3
"17","leduc<-leducBatch(leduc)",0.882000000001426,2.29999999999995,68
"18","leduc<-leducNormBatch(leduc)",1.11200000000099,4.59999999999991,102.5
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.115999999999985,0,133.9
