"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",26.5519999999997,2724,3017
"3","leduc<-leducSCR(leduc)",36.121000000001,356.5,2753.7
"4","leduc<-leducScSums(leduc)",33.3670000000002,-615.200000000001,2407.5
"5","leduc<-leducNormToRef(leduc)",531.877,1.30000000000018,363.3
"6","leduc<-leducAggPSM(leduc)",739.093000000001,1132.8,1300.7
"7","leduc<-leducConsensus(leduc,assaysNames)",20.8469999999998,0,635.5
"8","leduc<-leducMissingData(leduc,assaysNames)",109.349,0,576.3
"9","leduc<-leducJoin(leduc,assaysNames)",72.7469999999994,1424.4,3274.6
"10","leduc<-leducFilterCV(leduc,assaysNames)",236.311,-2491.2,286.6
"11","leduc<-leducNormPep(leduc)",8.25900000000001,396.400000000001,1497.9
"12","leduc<-leducFilteringNA(leduc)",18.8189999999995,-6.30000000000018,1191.9
"13","leduc<-leducLogTransfo(leduc)",4.81899999999951,121.9,285.2
"14","leduc<-leducAggPep(leduc)",4.3760000000002,53,601.5
"15","leduc<-leducNormPro(leduc)",7.96700000000055,52.5,297.5
"16","leduc<-leducImpute(leduc)",76.3439999999991,-2070.6,6132.4
"17","leduc<-leducBatch(leduc)",6.15200000000004,26.3000000000002,239.1
"18","leduc<-leducNormBatch(leduc)",7.9940000000006,52.5,300.3
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.756999999999607,0,997.1
