"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",7.49200000000201,-3391.9,566.1
"3","leduc<-leducSCR(leduc)",9.85200000000259,49.8000000000002,422.7
"4","leduc<-leducScSums(leduc)",9.01599999999962,-77.6000000000001,398
"5","leduc<-leducNormToRef(leduc)",27.5819999999985,0.200000000000045,71.6000000000001
"6","leduc<-leducAggPSM(leduc)",188.171999999999,145.6,216.3
"7","leduc<-leducConsensus(leduc,assaysNames)",7.96900000000096,0,115.6
"8","leduc<-leducMissingData(leduc,assaysNames)",28.5489999999991,0,90.1999999999998
"9","leduc<-leducJoin(leduc,assaysNames)",15.3040000000001,130,557.1
"10","leduc<-leducNormPep(leduc)",3.6929999999993,246.7,987.9
"11","leduc<-leducFilteringNA(leduc)",6.72399999999834,-0.800000000000182,886.4
"12","leduc<-leducLogTransfo(leduc)",1.41600000000108,119.9,302.4
"13","leduc<-leducAggPep(leduc)",2.97699999999895,48.9000000000001,577.4
"14","leduc<-leducNormPro(leduc)",2.91100000000006,48.2999999999997,270.6
"15","leduc<-leducImpute(leduc)",137.114000000001,-307.5,3759.9
"16","leduc<-leducBatch(leduc)",2.24200000000201,24.2000000000003,193.1
"17","leduc<-leducNormBatch(leduc)",2.99500000000262,48.3999999999996,297
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.245000000002619,0,136.7
