"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",32.1589999999997,137.3,2097.4
"3","leduc<-leducSCR(leduc)",43.1440000000002,195.1,1612.7
"4","leduc<-leducScSums(leduc)",39.2019999999975,-315.9,1465.1
"5","leduc<-leducNormToRef(leduc)",360.185999999998,0.599999999999909,198.2
"6","leduc<-leducAggPSM(leduc)",788.142,573.4,708.7
"7","leduc<-leducConsensus(leduc,assaysNames)",22.5289999999986,0,254.6
"8","leduc<-leducMissingData(leduc,assaysNames)",125.923999999999,0,289.3
"9","leduc<-leducJoin(leduc,assaysNames)",73.6640000000007,631.4,1550
"10","leduc<-leducNormPep(leduc)",17.5879999999997,1221.5,2946.3
"11","leduc<-leducFilteringNA(leduc)",28.4130000000005,-178.5,3289.3
"12","leduc<-leducLogTransfo(leduc)",5.16999999999825,429.5,896.2
"13","leduc<-leducAggPep(leduc)",9.57700000000114,185.299999999999,1982.6
"14","leduc<-leducNormPro(leduc)",10.7659999999996,184.8,857.3
"15","leduc<-leducImpute(leduc)",2368.136,-1238.3,4545.7
"16","leduc<-leducBatch(leduc)",8.48400000000038,92.4000000000005,658.700000000001
"17","leduc<-leducNormBatch(leduc)",11.0089999999982,184.8,955
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.858000000000175,0,518
