"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",7.60800000000017,-3385.9,566.1
"3","leduc<-leducSCR(leduc)",9.89800000000105,49.8000000000002,422.8
"4","leduc<-leducScSums(leduc)",8.90899999999965,-77.6000000000001,398.3
"5","leduc<-leducNormToRef(leduc)",27.4619999999995,0.200000000000045,63.3
"6","leduc<-leducAggPSM(leduc)",188.007000000001,145.6,222.9
"7","leduc<-leducConsensus(leduc,assaysNames)",8.00200000000041,0,115.6
"8","leduc<-leducMissingData(leduc,assaysNames)",28.4599999999991,0,90.0999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",15.2150000000001,130,557.1
"10","leduc<-leducNormPep(leduc)",3.66599999999744,246.7,987.9
"11","leduc<-leducFilteringNA(leduc)",6.70999999999913,-0.800000000000182,886.9
"12","leduc<-leducLogTransfo(leduc)",1.41500000000087,119.9,302.4
"13","leduc<-leducAggPep(leduc)",2.979000000003,48.9000000000001,577.4
"14","leduc<-leducNormPro(leduc)",2.89800000000105,48.2999999999997,270.6
"15","leduc<-leducImpute(leduc)",137.154000000002,-307.5,3134.6
"16","leduc<-leducBatch(leduc)",2.25600000000122,24.2000000000003,193.1
"17","leduc<-leducNormBatch(leduc)",3.00200000000041,48.3999999999996,297
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.242999999998574,0,136.7
