"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",14.8970000000008,92.5,1084.1
"3","leduc<-leducSCR(leduc)",20.5750000000007,93.6999999999998,812.1
"4","leduc<-leducScSums(leduc)",18.2530000000006,-154.6,750.9
"5","leduc<-leducNormToRef(leduc)",95.9169999999976,0.300000000000182,113.9
"6","leduc<-leducAggPSM(leduc)",384.262999999999,286.9,377.3
"7","leduc<-leducConsensus(leduc,assaysNames)",13.0150000000031,0,167.8
"8","leduc<-leducMissingData(leduc,assaysNames)",58.8529999999992,0,148.6
"9","leduc<-leducJoin(leduc,assaysNames)",34.0889999999999,335.1,1019.2
"10","leduc<-leducNormPep(leduc)",7.82500000000073,646.7,2440.9
"11","leduc<-leducFilteringNA(leduc)",14.2050000000017,-118.5,1785.4
"12","leduc<-leducLogTransfo(leduc)",2.53499999999985,202.6,451.2
"13","leduc<-leducAggPep(leduc)",5.05299999999988,90.0999999999999,964.8
"14","leduc<-leducNormPro(leduc)",5.50699999999779,89.6999999999998,442.2
"15","leduc<-leducImpute(leduc)",541.641,-620.599999999999,2417.6
"16","leduc<-leducBatch(leduc)",5.6830000000009,44.8999999999996,344.4
"17","leduc<-leducNormBatch(leduc)",5.64300000000003,89.7000000000003,489.2
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.445999999999913,0,263.8
