"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.70400000000001,262.3,283.1
"3","leduc<-leducSCR(leduc)",4.90700000000001,26.2,216.4
"4","leduc<-leducScSums(leduc)",4.43800000000002,-39,203.6
"5","leduc<-leducNormToRef(leduc)",8.61099999999999,0.100000000000136,36.1000000000001
"6","leduc<-leducAggPSM(leduc)",103.128,74.6999999999998,136.2
"7","leduc<-leducConsensus(leduc,assaysNames)",5.26800000000003,0.100000000000136,64.5
"8","leduc<-leducMissingData(leduc,assaysNames)",14.165,0,48.0999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",7.024,51.8,264.9
"10","leduc<-leducNormPep(leduc)",1.86399999999998,95.4000000000001,546.1
"11","leduc<-leducFilteringNA(leduc)",3.428,1.59999999999991,453.5
"12","leduc<-leducLogTransfo(leduc)",0.671999999999969,47.3,130.3
"13","leduc<-leducAggPep(leduc)",1.54699999999997,21.8,248.2
"14","leduc<-leducNormPro(leduc)",1.541,21.4000000000001,165.3
"15","leduc<-leducImpute(leduc)",33.546,-157.1,1084.1
"16","leduc<-leducBatch(leduc)",1.30700000000002,10.8,97.8
"17","leduc<-leducNormBatch(leduc)",1.61799999999999,21.3999999999999,175.9
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.117999999999995,0,73.1000000000001
