"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",7.81000000000017,-95.1000000000001,286.4
"3","leduc<-leducSCR(leduc)",10.451,25.7,220.6
"4","leduc<-leducScSums(leduc)",9.39100000000008,-39,205.9
"5","leduc<-leducNormToRef(leduc)",18.155,0.100000000000136,34
"6","leduc<-leducAggPSM(leduc)",184.8,10.8,110.6
"7","leduc<-leducConsensus(leduc,assaysNames)",10.6379999999999,0,63.5
"8","leduc<-leducMissingData(leduc,assaysNames)",24.9830000000002,0,45.8999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",15.4379999999999,51.5999999999999,247
"10","leduc<-leducNormPep(leduc)",3.67599999999993,95.4000000000001,544.6
"11","leduc<-leducFilteringNA(leduc)",7.10400000000004,1.59999999999991,428.4
"12","leduc<-leducLogTransfo(leduc)",1.44000000000005,47.3,130.3
"13","leduc<-leducAggPep(leduc)",5.53800000000001,21.8000000000002,241
"14","leduc<-leducNormPro(leduc)",3.23900000000003,21.3999999999999,163.3
"15","leduc<-leducImpute(leduc)",71.8919999999998,-157.2,1147.3
"16","leduc<-leducBatch(leduc)",2.69599999999991,10.7,94.3000000000002
"17","leduc<-leducNormBatch(leduc)",3.3929999999998,21.4000000000001,174.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.298000000000002,0,69.0999999999999
