"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.63499999999999,262.3,283.1
"3","leduc<-leducSCR(leduc)",4.869,26.2,216.4
"4","leduc<-leducScSums(leduc)",4.369,-39,203.6
"5","leduc<-leducNormToRef(leduc)",8.435,0.100000000000136,36.1000000000001
"6","leduc<-leducAggPSM(leduc)",99.455,74.6999999999998,135.9
"7","leduc<-leducConsensus(leduc,assaysNames)",5.11600000000004,0.100000000000136,64.5
"8","leduc<-leducMissingData(leduc,assaysNames)",13.784,0,48.0999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",6.91199999999998,51.8,264.9
"10","leduc<-leducNormPep(leduc)",1.82600000000002,95.4000000000001,546.1
"11","leduc<-leducFilteringNA(leduc)",3.40799999999996,1.59999999999991,453.5
"12","leduc<-leducLogTransfo(leduc)",0.692000000000007,47.3,130.3
"13","leduc<-leducAggPep(leduc)",1.49399999999997,21.8,248.2
"14","leduc<-leducNormPro(leduc)",1.50900000000001,21.4000000000001,165.3
"15","leduc<-leducImpute(leduc)",32.716,-157.2,1084.1
"16","leduc<-leducBatch(leduc)",1.29000000000002,10.9000000000001,97.9000000000001
"17","leduc<-leducNormBatch(leduc)",1.59899999999999,21.3999999999999,175.9
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.117999999999995,0,73.1000000000001
