"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.6640000000001,-159.1,286.3
"3","leduc<-leducSCR(leduc)",4.81700000000001,25.8,220.7
"4","leduc<-leducScSums(leduc)",4.41699999999992,-39,205.8
"5","leduc<-leducNormToRef(leduc)",8.53999999999996,0.100000000000136,33.8
"6","leduc<-leducAggPSM(leduc)",100.78,74.5999999999999,142.3
"7","leduc<-leducConsensus(leduc,assaysNames)",6.04999999999995,0,62.8
"8","leduc<-leducMissingData(leduc,assaysNames)",13.8539999999999,0,46.4000000000001
"9","leduc<-leducJoin(leduc,assaysNames)",6.81999999999994,51.5999999999999,244.5
"10","leduc<-leducNormPep(leduc)",1.72500000000002,95.4000000000001,544.5
"11","leduc<-leducFilteringNA(leduc)",3.28800000000001,1.59999999999991,428.4
"12","leduc<-leducLogTransfo(leduc)",0.669999999999959,47.3000000000002,130.3
"13","leduc<-leducAggPep(leduc)",1.50700000000006,21.8,246.8
"14","leduc<-leducNormPro(leduc)",1.524,21.3999999999999,163.3
"15","leduc<-leducImpute(leduc)",32.462,-157.2,1083.4
"16","leduc<-leducBatch(leduc)",1.31000000000006,10.6999999999998,94.3
"17","leduc<-leducNormBatch(leduc)",1.60599999999999,21.4000000000001,174.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.118999999999915,0,73.0999999999999
