"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",4.63200000000001,-159,286.4
"3","leduc<-leducSCR(leduc)",5.05399999999997,25.7,221.3
"4","leduc<-leducScSums(leduc)",4.40699999999998,-38.9000000000001,205.9
"5","leduc<-leducNormToRef(leduc)",8.52600000000001,0,31.6000000000001
"6","leduc<-leducAggPSM(leduc)",100.02,74.6000000000001,141.9
"7","leduc<-leducConsensus(leduc,assaysNames)",5.09399999999994,0,63.5999999999999
"8","leduc<-leducMissingData(leduc,assaysNames)",14.242,0,46.5
"9","leduc<-leducJoin(leduc,assaysNames)",6.86299999999994,51.6999999999998,244.6
"10","leduc<-leducNormPep(leduc)",1.73400000000004,95.4000000000001,544.4
"11","leduc<-leducFilteringNA(leduc)",3.31799999999998,1.59999999999991,429.4
"12","leduc<-leducLogTransfo(leduc)",0.672000000000025,47.3000000000002,130.3
"13","leduc<-leducAggPep(leduc)",1.5,21.8,246.8
"14","leduc<-leducNormPro(leduc)",1.50900000000001,21.3999999999999,163.2
"15","leduc<-leducImpute(leduc)",33.356,-157.2,1083.4
"16","leduc<-leducBatch(leduc)",1.29599999999994,10.6999999999998,94
"17","leduc<-leducNormBatch(leduc)",1.59900000000005,21.4000000000001,142.5
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.120000000000005,0,73.0999999999999
