"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.76499999999999,-159.1,286.3
"3","leduc<-leducSCR(leduc)",4.96900000000005,25.8,220.7
"4","leduc<-leducScSums(leduc)",4.51599999999996,-39,205.8
"5","leduc<-leducNormToRef(leduc)",8.75599999999997,0.100000000000136,33.8
"6","leduc<-leducAggPSM(leduc)",119.417,74.5999999999999,142.3
"7","leduc<-leducConsensus(leduc,assaysNames)",12.248,0,62.8
"8","leduc<-leducMissingData(leduc,assaysNames)",29.304,0,46.4000000000001
"9","leduc<-leducJoin(leduc,assaysNames)",15.4540000000001,51.5999999999999,244.5
"10","leduc<-leducNormPep(leduc)",3.68200000000002,95.4000000000001,544.5
"11","leduc<-leducFilteringNA(leduc)",7.06700000000001,1.59999999999991,428.4
"12","leduc<-leducLogTransfo(leduc)",1.43399999999997,47.3000000000002,130.3
"13","leduc<-leducAggPep(leduc)",3.34199999999998,21.8,246.8
"14","leduc<-leducNormPro(leduc)",3.22100000000012,21.3999999999999,163.3
"15","leduc<-leducImpute(leduc)",71.729,-157.2,1083.4
"16","leduc<-leducBatch(leduc)",2.62400000000002,10.6999999999998,94.3
"17","leduc<-leducNormBatch(leduc)",3.40000000000009,21.4000000000001,174.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.322999999999865,0,73.0999999999999
