"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.64499999999998,-95.1000000000001,286.4
"3","leduc<-leducSCR(leduc)",4.82100000000003,25.7,220.6
"4","leduc<-leducScSums(leduc)",4.41300000000001,-39,205.9
"5","leduc<-leducNormToRef(leduc)",8.49200000000008,0.100000000000136,34
"6","leduc<-leducAggPSM(leduc)",82.769,10.8,110.3
"7","leduc<-leducConsensus(leduc,assaysNames)",5.07100000000003,0,63.5
"8","leduc<-leducMissingData(leduc,assaysNames)",14.972,0,46.3999999999999
"9","leduc<-leducJoin(leduc,assaysNames)",6.78899999999999,51.5999999999999,247
"10","leduc<-leducNormPep(leduc)",1.71699999999998,95.4000000000001,544.6
"11","leduc<-leducFilteringNA(leduc)",3.27699999999993,1.59999999999991,428.4
"12","leduc<-leducLogTransfo(leduc)",0.664999999999964,47.3,130.3
"13","leduc<-leducAggPep(leduc)",2.50900000000001,21.8000000000002,241
"14","leduc<-leducNormPro(leduc)",1.50300000000004,21.3999999999999,163.3
"15","leduc<-leducImpute(leduc)",32.204,-157.2,1147.3
"16","leduc<-leducBatch(leduc)",1.27999999999997,10.7,94.3000000000002
"17","leduc<-leducNormBatch(leduc)",1.58799999999997,21.4000000000001,174.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.113000000000056,0,69.0999999999999
