"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",19.1099999999997,136.7,2150.2
"3","leduc<-leducSCR(leduc)",27.0230000000001,197.5,1617.6
"4","leduc<-leducScSums(leduc)",22.6879999999992,-315.2,1492.7
"5","leduc<-leducNormToRef(leduc)",54.8909999999996,0.600000000000364,206.4
"6","leduc<-leducAggPSM(leduc)",737.552000000001,570.5,722.3
"7","leduc<-leducConsensus(leduc,assaysNames)",14.3490000000002,0,351.3
"8","leduc<-leducMissingData(leduc,assaysNames)",94.2639999999992,0,289
"9","leduc<-leducJoin(leduc,assaysNames)",64.3950000000004,631.2,1752.9
"10","leduc<-leducNormPep(leduc)",11.1490000000013,1221.6,2358.1
"11","leduc<-leducFilteringNA(leduc)",8.24300000000039,-178.6,3846.1
"12","leduc<-leducLogTransfo(leduc)",2.10599999999977,429.6,975.8
"13","leduc<-leducAggPep(leduc)",5.92200000000048,185.2,2006.4
"14","leduc<-leducNormPro(leduc)",4.04600000000028,184.8,927.5
"15","leduc<-leducImpute(leduc)",2284.755,-1235.4,3694.5
"16","leduc<-leducBatch(leduc)",2.53100000000086,92.4000000000005,719.3
"17","leduc<-leducNormBatch(leduc)",4.19800000000032,184.8,1024.5
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.837000000001353,0,517.599999999999
