"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0.0999999999999091
"2","leduc<-leducFilterFeatures(leduc)",4.79300000000001,522,542
"3","leduc<-leducSCR(leduc)",6.64399999999999,50.9000000000001,402.9
"4","leduc<-leducScSums(leduc)",5.58799999999999,-77.4000000000001,389.2
"5","leduc<-leducNormToRef(leduc)",8.05700000000002,0.200000000000045,57.5999999999999
"6","leduc<-leducAggPSM(leduc)",187.757,145,212
"7","leduc<-leducConsensus(leduc,assaysNames)",6.68600000000004,0.100000000000364,95.5
"8","leduc<-leducMissingData(leduc,assaysNames)",22.426,0,81.6999999999998
"9","leduc<-leducJoin(leduc,assaysNames)",13.588,130.1,453.3
"10","leduc<-leducNormPep(leduc)",2.137,246.7,1372.1
"11","leduc<-leducFilteringNA(leduc)",2.19499999999999,-0.799999999999727,1082
"12","leduc<-leducLogTransfo(leduc)",0.584000000000003,119.9,293.2
"13","leduc<-leducAggPep(leduc)",1.87200000000001,48.8999999999996,560.8
"14","leduc<-leducNormPro(leduc)",1.19799999999998,48.3000000000002,355.7
"15","leduc<-leducImpute(leduc)",130.514,-306.7,1750.2
"16","leduc<-leducBatch(leduc)",0.783999999999992,24.4000000000001,223.9
"17","leduc<-leducNormBatch(leduc)",1.28100000000006,48.3000000000002,381.8
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.226999999999975,0,136.7
