"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",19.1770000000001,136.7,2150
"3","leduc<-leducSCR(leduc)",28.2660000000001,197.5,1616.5
"4","leduc<-leducScSums(leduc)",22.6039999999998,-315.2,1492.7
"5","leduc<-leducNormToRef(leduc)",53.3280000000004,0.600000000000364,205.7
"6","leduc<-leducAggPSM(leduc)",738.147,570.5,768.5
"7","leduc<-leducConsensus(leduc,assaysNames)",15.8110000000001,0,265.099999999999
"8","leduc<-leducMissingData(leduc,assaysNames)",93.739,0,290.7
"9","leduc<-leducJoin(leduc,assaysNames)",64.6120000000001,631.2,1790.7
"10","leduc<-leducNormPep(leduc)",10.8180000000002,1221.6,2919.4
"11","leduc<-leducFilteringNA(leduc)",9.67000000000007,-178.6,3255.1
"12","leduc<-leducLogTransfo(leduc)",2.25900000000001,429.6,975.8
"13","leduc<-leducAggPep(leduc)",6.12300000000005,185.2,2006.4
"14","leduc<-leducNormPro(leduc)",4.16999999999962,184.8,927.5
"15","leduc<-leducImpute(leduc)",2258.445,-1235.4,4502.9
"16","leduc<-leducBatch(leduc)",2.42200000000048,92.4000000000005,719.3
"17","leduc<-leducNormBatch(leduc)",4.20799999999963,184.8,1024.5
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.833000000000538,0,517.599999999999
