"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",9.49799999999959,92.4000000000001,1134.6
"3","leduc<-leducSCR(leduc)",12.9420000000009,94.9000000000001,833
"4","leduc<-leducScSums(leduc)",10.9669999999987,-154.3,757.7
"5","leduc<-leducNormToRef(leduc)",19.5820000000003,0.300000000000182,122.1
"6","leduc<-leducAggPSM(leduc)",362.146999999999,285.4,420.8
"7","leduc<-leducConsensus(leduc,assaysNames)",9.66300000000047,0,167.8
"8","leduc<-leducMissingData(leduc,assaysNames)",45.0680000000011,0,156.6
"9","leduc<-leducJoin(leduc,assaysNames)",30.518,335.1,1067.1
"10","leduc<-leducNormPep(leduc)",4.88800000000083,646.7,3158.1
"11","leduc<-leducFilteringNA(leduc)",3.85399999999936,-118.5,1900.2
"12","leduc<-leducLogTransfo(leduc)",1.07699999999932,202.5,521.3
"13","leduc<-leducAggPep(leduc)",3.20000000000073,90.0999999999999,996.7
"14","leduc<-leducNormPro(leduc)",2.11899999999878,89.7000000000003,675.7
"15","leduc<-leducImpute(leduc)",524.690000000001,-619.1,2563.4
"16","leduc<-leducBatch(leduc)",1.2450000000008,44.7999999999997,426.7
"17","leduc<-leducNormBatch(leduc)",2.18400000000111,89.7000000000003,723.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.430999999998676,0,263.7
