"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",9.952,92.4000000000001,1074.6
"3","leduc<-leducSCR(leduc)",13.8679999999999,94.8000000000002,801.4
"4","leduc<-leducScSums(leduc)",11.6519999999999,-154.2,732
"5","leduc<-leducNormToRef(leduc)",20.676,0.300000000000182,95.4000000000001
"6","leduc<-leducAggPSM(leduc)",401.322,285.4,376.7
"7","leduc<-leducConsensus(leduc,assaysNames)",10.2429999999999,0,188.7
"8","leduc<-leducMissingData(leduc,assaysNames)",48.9169999999999,0,142.7
"9","leduc<-leducJoin(leduc,assaysNames)",31.2909999999999,335.1,989
"10","leduc<-leducNormPep(leduc)",5.09299999999985,646.7,2071.3
"11","leduc<-leducFilteringNA(leduc)",4.06600000000003,-118.6,1854.2
"12","leduc<-leducLogTransfo(leduc)",1.11200000000008,202.6,499.9
"13","leduc<-leducAggPep(leduc)",3.19699999999989,90.0999999999999,950.3
"14","leduc<-leducNormPro(leduc)",2.25299999999993,89.7000000000003,464.6
"15","leduc<-leducImpute(leduc)",526.268,-619.1,2392.4
"16","leduc<-leducBatch(leduc)",1.38000000000011,44.7999999999997,357.3
"17","leduc<-leducNormBatch(leduc)",2.33100000000013,89.7000000000003,514.3
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.428000000000111,0,263.7
