"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",19.2430000000004,136.7,2150.2
"3","leduc<-leducSCR(leduc)",26.9619999999995,197.5,1615.8
"4","leduc<-leducScSums(leduc)",23.9619999999995,-315.2,1492.7
"5","leduc<-leducNormToRef(leduc)",53.7869999999984,0.600000000000364,194.7
"6","leduc<-leducAggPSM(leduc)",1387.453,570.5,773.099999999999
"7","leduc<-leducConsensus(leduc,assaysNames)",31.0960000000014,0,351.3
"8","leduc<-leducMissingData(leduc,assaysNames)",96.4879999999994,0,284.2
"9","leduc<-leducJoin(leduc,assaysNames)",66.2709999999988,631.2,1749.6
"10","leduc<-leducNormPep(leduc)",9.34500000000116,1221.6,3124.7
"11","leduc<-leducFilteringNA(leduc)",8.11499999999978,-178.6,3388.8
"12","leduc<-leducLogTransfo(leduc)",2.1190000000006,429.6,975.8
"13","leduc<-leducAggPep(leduc)",5.97500000000036,185.2,2006.4
"14","leduc<-leducNormPro(leduc)",4.05299999999988,184.8,927.5
"15","leduc<-leducImpute(leduc)",2277.479,-1235.4,4798.4
"16","leduc<-leducBatch(leduc)",2.5789999999979,92.4000000000005,719.3
"17","leduc<-leducNormBatch(leduc)",4.20899999999892,184.8,1024.5
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.837000000003172,0,517.599999999999
