"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",9.47900000000027,92.4000000000001,1134.6
"3","leduc<-leducSCR(leduc)",13.0279999999993,94.9000000000001,830.1
"4","leduc<-leducScSums(leduc)",10.9549999999999,-154.3,757.8
"5","leduc<-leducNormToRef(leduc)",19.6000000000004,0.300000000000182,105.8
"6","leduc<-leducAggPSM(leduc)",358.431,285.4,426.9
"7","leduc<-leducConsensus(leduc,assaysNames)",9.64300000000003,0,170.3
"8","leduc<-leducMissingData(leduc,assaysNames)",45.1210000000001,0,154.1
"9","leduc<-leducJoin(leduc,assaysNames)",30.4810000000007,335.1,1071.3
"10","leduc<-leducNormPep(leduc)",6.11200000000008,646.7,2835.1
"11","leduc<-leducFilteringNA(leduc)",3.76899999999932,-118.5,1900.2
"12","leduc<-leducLogTransfo(leduc)",1.11800000000039,202.5,521.3
"13","leduc<-leducAggPep(leduc)",3.17099999999937,90.0999999999999,996.7
"14","leduc<-leducNormPro(leduc)",2.10300000000007,89.7000000000003,675.7
"15","leduc<-leducImpute(leduc)",531.376,-619.1,1924.6
"16","leduc<-leducBatch(leduc)",1.23999999999978,44.7999999999997,426.7
"17","leduc<-leducNormBatch(leduc)",2.22999999999956,89.7000000000003,723.4
"18","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=file.path(outputDir,""size_report.tsv""),append=TRUE,col.names=FALSE,row.names=FALSE)",0.430000000000291,0,263.7
