"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",13.4639999999999,1363.1,1945.1
"3","leduc<-leducSCR(leduc)",18.2349999999997,195.1,1148.3
"4","leduc<-leducScSums(leduc)",16.5239999999999,-315.9,1167.9
"5","leduc<-leducNormToRef(leduc)",141.309,0.599999999999909,181.6
"6","leduc<-leducAggPSM(leduc)",382.046,573.4,671.3
"7","leduc<-leducConsensus(leduc,assaysNames)",8.77999999999975,0,339.1
"8","leduc<-leducMissingData(leduc,assaysNames)",49.4899999999998,0,284.8
"9","leduc<-leducJoin(leduc,assaysNames)",33.5250000000001,631.400000000001,1534.3
"10","leduc<-leducFilterCV(leduc,assaysNames)",65.9079999999999,-1278.6,194.7
"11","leduc<-leducNormPep(leduc)",4.18600000000015,172.9,666.3
"12","leduc<-leducFilteringNA(leduc)",10.317,3.90000000000009,564.1
"13","leduc<-leducLogTransfo(leduc)",2.02100000000019,54,152.4
"14","leduc<-leducAggPep(leduc)",2.33699999999999,24.8000000000002,283.6
"15","leduc<-leducNormPro(leduc)",4.03400000000011,24.2999999999997,141.7
"16","leduc<-leducImpute(leduc)",20.7429999999999,-960.5,2243.6
"17","leduc<-leducBatch(leduc)",3.14800000000014,12.2000000000003,135.8
"18","leduc<-leducNormBatch(leduc)",4.06799999999976,24.3999999999996,143.5
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.397000000000389,0,508.8
