"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",1.58300000000008,-1172,301.2
"3","leduc<-leducSCR(leduc)",2.08500000000004,25.8,211.9
"4","leduc<-leducScSums(leduc)",1.83100000000013,-39,206
"5","leduc<-leducNormToRef(leduc)",3.44300000000021,0.0999999999999091,40.5
"6","leduc<-leducAggPSM(leduc)",45.1120000000001,74.5,149.6
"7","leduc<-leducConsensus(leduc,assaysNames)",1.90099999999984,0,61.5
"8","leduc<-leducMissingData(leduc,assaysNames)",5.41699999999992,0,57.1000000000001
"9","leduc<-leducJoin(leduc,assaysNames)",3.0590000000002,51.7,278
"10","leduc<-leducFilterCV(leduc,assaysNames)",2.34099999999989,-166.6,174.6
"11","leduc<-leducNormPep(leduc)",0.616999999999734,11.3999999999999,109.3
"12","leduc<-leducFilteringNA(leduc)",1.26699999999983,5.20000000000005,71
"13","leduc<-leducLogTransfo(leduc)",0.286000000000058,4.90000000000009,43.9000000000001
"14","leduc<-leducAggPep(leduc)",0.563999999999851,2.70000000000005,64.3
"15","leduc<-leducNormPro(leduc)",0.615999999999985,2.29999999999995,58.8999999999999
"16","leduc<-leducImpute(leduc)",1.26199999999972,-92.2,263.9
"17","leduc<-leducBatch(leduc)",0.521000000000186,1.20000000000005,48
"18","leduc<-leducNormBatch(leduc)",0.6550000000002,2.29999999999995,59.5
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.0619999999998981,0,71.7
