"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",13.449,1363.1,2132.9
"3","leduc<-leducSCR(leduc)",18.958,195.1,1596.6
"4","leduc<-leducScSums(leduc)",16.4499999999999,-315.9,1469
"5","leduc<-leducNormToRef(leduc)",142.013,0.599999999999909,192.2
"6","leduc<-leducAggPSM(leduc)",381.282,573.4,688.2
"7","leduc<-leducConsensus(leduc,assaysNames)",8.74900000000002,0,339.1
"8","leduc<-leducMissingData(leduc,assaysNames)",49.579,0,284.400000000001
"9","leduc<-leducJoin(leduc,assaysNames)",33.953,631.400000000001,1530.7
"10","leduc<-leducFilterCV(leduc,assaysNames)",66.9050000000002,-1278.6,192.6
"11","leduc<-leducNormPep(leduc)",4.17200000000003,172.9,666.3
"12","leduc<-leducFilteringNA(leduc)",9.49299999999994,3.90000000000009,540.1
"13","leduc<-leducLogTransfo(leduc)",2.0010000000002,54,152.4
"14","leduc<-leducAggPep(leduc)",2.33399999999983,24.8000000000002,283.6
"15","leduc<-leducNormPro(leduc)",4.00599999999986,24.2999999999997,141.7
"16","leduc<-leducImpute(leduc)",20.683,-960.5,2268
"17","leduc<-leducBatch(leduc)",3.11300000000006,12.2000000000003,148
"18","leduc<-leducNormBatch(leduc)",4.04199999999992,24.3999999999996,143.5
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.398000000000138,0,508.8
