"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",26.145999999997,2724,3633.1
"3","leduc<-leducSCR(leduc)",35.2089999999989,356.5,1645.8
"4","leduc<-leducScSums(leduc)",32.9900000000016,-615.200000000001,1378.8
"5","leduc<-leducNormToRef(leduc)",529.354000000003,1.30000000000018,370.5
"6","leduc<-leducAggPSM(leduc)",734.695000000003,1132.8,1283.1
"7","leduc<-leducConsensus(leduc,assaysNames)",20.6110000000008,0,635.8
"8","leduc<-leducMissingData(leduc,assaysNames)",107.282999999999,0,572.3
"9","leduc<-leducJoin(leduc,assaysNames)",73.7510000000002,1424.4,3250
"10","leduc<-leducFilterCV(leduc,assaysNames)",235.810999999998,-2491.2,285.4
"11","leduc<-leducNormPep(leduc)",8.2489999999998,396.400000000001,1497.9
"12","leduc<-leducFilteringNA(leduc)",18.9110000000001,-6.30000000000018,1191.9
"13","leduc<-leducLogTransfo(leduc)",3.94700000000012,121.9,285.2
"14","leduc<-leducAggPep(leduc)",4.38400000000183,53,601.5
"15","leduc<-leducNormPro(leduc)",7.9519999999975,52.5,297.5
"16","leduc<-leducImpute(leduc)",76.7890000000007,-2070.6,7175.8
"17","leduc<-leducBatch(leduc)",5.99399999999878,26.3000000000002,262.6
"18","leduc<-leducNormBatch(leduc)",8.01199999999881,52.5,300.3
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.754000000000815,0,997.1
