"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",7.29999999999995,713.4,731.2
"3","leduc<-leducSCR(leduc)",9.15899999999999,93.6999999999998,803.9
"4","leduc<-leducScSums(leduc)",8.10700000000003,-154.6,735.7
"5","leduc<-leducNormToRef(leduc)",40.582,0.299999999999727,94
"6","leduc<-leducAggPSM(leduc)",203.947,286.9,371.4
"7","leduc<-leducConsensus(leduc,assaysNames)",6.029,0,141.6
"8","leduc<-leducMissingData(leduc,assaysNames)",24.607,0,137.6
"9","leduc<-leducJoin(leduc,assaysNames)",16.169,335.1,846.6
"10","leduc<-leducFilterCV(leduc,assaysNames)",21.764,-634.9,131.9
"11","leduc<-leducNormPep(leduc)",2.21299999999997,93.3999999999996,363.8
"12","leduc<-leducFilteringNA(leduc)",5.07099999999991,4.30000000000018,321.5
"13","leduc<-leducLogTransfo(leduc)",1.07399999999996,31.5999999999999,82.5999999999999
"14","leduc<-leducAggPep(leduc)",1.40899999999999,14,168.8
"15","leduc<-leducNormPro(leduc)",2.178,13.5,98.5
"16","leduc<-leducImpute(leduc)",9.03300000000002,-496.4,767.8
"17","leduc<-leducBatch(leduc)",1.71400000000006,6.80000000000018,67.5999999999999
"18","leduc<-leducNormBatch(leduc)",2.255,13.4000000000001,93.9000000000001
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.20900000000006,0,259.6
