"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",55.5349999999999,5427.9,5930.4
"3","leduc<-leducSCR(leduc)",76.9129999999996,738.900000000001,5145.6
"4","leduc<-leducScSums(leduc)",78.5039999999999,-1240.5,4536.4
"5","leduc<-leducNormToRef(leduc)",2155.488,2.5,609.9
"6","leduc<-leducAggPSM(leduc)",1581.662,2278.6,2475.8
"7","leduc<-leducConsensus(leduc,assaysNames)",59.7099999999991,0,1078.3
"8","leduc<-leducMissingData(leduc,assaysNames)",273.619000000001,0,1113.6
"9","leduc<-leducJoin(leduc,assaysNames)",170.106,2977.1,6288.1
"10","leduc<-leducFilterCV(leduc,assaysNames)",921.358,-5005.5,291.1
"11","leduc<-leducNormPep(leduc)",17.527,812.9,3010.8
"12","leduc<-leducFilteringNA(leduc)",40.1580000000013,-28.5,2267.6
"13","leduc<-leducLogTransfo(leduc)",8.3119999999999,239.300000000001,508.200000000001
"14","leduc<-leducAggPep(leduc)",8.86299999999937,103.4,1120.5
"15","leduc<-leducNormPro(leduc)",16.5850000000009,103,481.6
"16","leduc<-leducImpute(leduc)",254.477000000001,-4283.1,11550.1
"17","leduc<-leducBatch(leduc)",12.6010000000006,51.5,414.4
"18","leduc<-leducNormBatch(leduc)",16.4400000000005,103,540.8
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",1.46099999999933,0,1980.4
