"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.28700000000001,354.6,543.9
"3","leduc<-leducSCR(leduc)",4.49799999999999,49.7999999999997,409.3
"4","leduc<-leducScSums(leduc)",3.93200000000002,-77.5999999999999,371.9
"5","leduc<-leducNormToRef(leduc)",11.353,0.100000000000136,55
"6","leduc<-leducAggPSM(leduc)",99.43,145.7,221.5
"7","leduc<-leducConsensus(leduc,assaysNames)",3.22899999999998,0,103
"8","leduc<-leducMissingData(leduc,assaysNames)",12.447,0,75.7999999999997
"9","leduc<-leducJoin(leduc,assaysNames)",7.12199999999996,130,380.4
"10","leduc<-leducFilterCV(leduc,assaysNames)",6.20699999999999,-329.6,124.5
"11","leduc<-leducNormPep(leduc)",1.16399999999999,27.3,127.9
"12","leduc<-leducFilteringNA(leduc)",2.57299999999998,7,137.2
"13","leduc<-leducLogTransfo(leduc)",0.548000000000002,10.2,46.4000000000001
"14","leduc<-leducAggPep(leduc)",0.840999999999951,5,74.0000000000002
"15","leduc<-leducNormPro(leduc)",1.12599999999998,4.70000000000005,52.2
"16","leduc<-leducImpute(leduc)",2.74799999999999,-212.1,307.6
"17","leduc<-leducBatch(leduc)",0.889999999999986,2.29999999999995,49
"18","leduc<-leducNormBatch(leduc)",1.17000000000002,4.59999999999991,51.2
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.110000000000014,0,133.9
