"","Function_Call","Elapsed_Time_sec","Total_RAM_Used_MiB","Peak_RAM_Used_MiB"
"1","assaysNames<-names(leduc)",0,0,0
"2","leduc<-leducFilterFeatures(leduc)",3.08500000000004,354.5,552.7
"3","leduc<-leducSCR(leduc)",4.17899999999986,49.7999999999997,415.2
"4","leduc<-leducScSums(leduc)",3.71199999999999,-77.5999999999999,395.9
"5","leduc<-leducNormToRef(leduc)",11.473,0.200000000000045,58.0999999999999
"6","leduc<-leducAggPSM(leduc)",91.1250000000002,145.6,249.4
"7","leduc<-leducConsensus(leduc,assaysNames)",3.70700000000033,0,112
"8","leduc<-leducMissingData(leduc,assaysNames)",11.143,0,83.6999999999998
"9","leduc<-leducJoin(leduc,assaysNames)",6.83200000000033,130,405.8
"10","leduc<-leducFilterCV(leduc,assaysNames)",5.904,-329.6,192.8
"11","leduc<-leducNormPep(leduc)",1.12099999999964,27.3,152.7
"12","leduc<-leducFilteringNA(leduc)",2.44399999999996,7,138.6
"13","leduc<-leducLogTransfo(leduc)",0.550000000000182,10.2,71.7000000000003
"14","leduc<-leducAggPep(leduc)",0.794000000000324,5,85.7
"15","leduc<-leducNormPro(leduc)",1.09799999999996,4.70000000000005,68.0000000000002
"16","leduc<-leducImpute(leduc)",2.71199999999999,-212.1,483.1
"17","leduc<-leducBatch(leduc)",0.860999999999876,2.29999999999995,57.3999999999999
"18","leduc<-leducNormBatch(leduc)",1.13999999999987,4.59999999999991,69.8
"19","write.table(data.frame(nCell=as.integer(nCell),rep=as.integer(rep),size=object.size(leduc)),file=sizeOutputPath,append=TRUE,col.names=FALSE,row.names=FALSE)",0.115000000000236,0,133.9
